customerID,Contract,tenure,TenureGroup,MonthlyCharges,MonthlyChargesGroup,InternetService,PaymentMethod,TechSupport,OnlineSecurity,DeviceProtection,Churn
3727-RJMEO,Month-to-month,6,"0-12 months",82.85,High,"Fiber optic","Electronic check",No,No,No,Yes
0742-NXBGR,Month-to-month,1,"0-12 months",82.3,High,"Fiber optic","Electronic check",No,No,Yes,Yes
7314-OXENN,Month-to-month,2,"0-12 months",82,High,"Fiber optic","Electronic check",No,No,No,Yes
2004-OCQXK,Month-to-month,1,"0-12 months",81.95,High,"Fiber optic","Electronic check",No,No,No,Yes
6772-KSATR,Month-to-month,1,"0-12 months",81.7,High,"Fiber optic","Electronic check",No,Yes,No,Yes
3018-TFTSU,Month-to-month,12,"0-12 months",81.7,High,"Fiber optic","Bank transfer (automatic)",No,Yes,Yes,Yes
0334-GDDSO,Month-to-month,3,"0-12 months",81.35,High,"Fiber optic","Electronic check",No,No,No,Yes
4143-OOBWZ,Month-to-month,5,"0-12 months",81.3,High,"Fiber optic","Electronic check",No,No,No,Yes
8808-ELEHO,Month-to-month,8,"0-12 months",81.25,High,"Fiber optic","Electronic check",No,No,Yes,Yes
5445-UTODQ,Month-to-month,7,"0-12 months",81.1,High,"Fiber optic","Electronic check",No,No,No,Yes
4614-NUVZD,Month-to-month,1,"0-12 months",81.1,High,"Fiber optic","Electronic check",No,No,No,Yes
4795-KTRTH,Month-to-month,5,"0-12 months",81,High,"Fiber optic","Electronic check",No,No,No,Yes
2612-RRIDN,Month-to-month,4,"0-12 months",81,High,"Fiber optic","Electronic check",No,No,No,Yes
9095-HFAFX,Month-to-month,5,"0-12 months",81,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
4817-QRJSX,Month-to-month,10,"0-12 months",81,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
9878-TNQGW,Month-to-month,2,"0-12 months",80.95,High,"Fiber optic","Electronic check",No,No,No,Yes
5275-SQEIZ,Month-to-month,1,"0-12 months",80.85,High,"Fiber optic","Mailed check",No,No,No,Yes
1704-NRWYE,Month-to-month,9,"0-12 months",80.85,High,"Fiber optic","Electronic check",No,No,No,Yes
5729-KLZAR,Month-to-month,4,"0-12 months",80.85,High,"Fiber optic","Electronic check",No,No,No,Yes
6000-APYLU,Month-to-month,9,"0-12 months",80.8,High,"Fiber optic","Electronic check",No,No,No,Yes
6457-USBER,Month-to-month,1,"0-12 months",80.8,High,"Fiber optic","Electronic check",No,No,No,Yes
8183-ONMXC,Month-to-month,2,"0-12 months",80.75,High,"Fiber optic","Electronic check",No,No,No,Yes
0940-OUQEC,Month-to-month,10,"0-12 months",80.7,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
7760-OYPDY,Month-to-month,2,"0-12 months",80.65,High,"Fiber optic","Electronic check",No,No,No,Yes
7495-OOKFY,Month-to-month,8,"0-12 months",80.65,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
7563-BIUPC,Month-to-month,5,"0-12 months",80.6,High,"Fiber optic","Electronic check",No,No,No,Yes
2868-SNELZ,Month-to-month,2,"0-12 months",80.6,High,"Fiber optic","Mailed check",No,No,Yes,Yes
2737-YNGYW,Month-to-month,2,"0-12 months",80.55,High,"Fiber optic","Electronic check",No,No,No,Yes
0318-QUUOB,Month-to-month,1,"0-12 months",80.55,High,"Fiber optic","Electronic check",No,No,No,Yes
6330-JKLPC,Month-to-month,11,"0-12 months",80.5,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
9840-DVNDC,Month-to-month,6,"0-12 months",80.5,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
2867-UIMSS,Month-to-month,1,"0-12 months",80.5,High,"Fiber optic","Electronic check",No,No,No,Yes
9391-EOYLI,Month-to-month,12,"0-12 months",80.45,High,"Fiber optic","Electronic check",No,No,No,Yes
2397-BRLOM,Month-to-month,8,"0-12 months",80.45,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
4086-YQSNZ,Month-to-month,3,"0-12 months",80.4,High,"Fiber optic","Electronic check",No,No,No,Yes
2959-MJHIC,Month-to-month,4,"0-12 months",80.35,High,"Fiber optic","Electronic check",No,No,No,Yes
9897-KXHCM,Month-to-month,3,"0-12 months",80.3,High,"Fiber optic","Electronic check",No,No,No,Yes
7903-CMPEY,Month-to-month,1,"0-12 months",80.3,High,"Fiber optic","Electronic check",No,Yes,No,Yes
0947-IDHRQ,Month-to-month,7,"0-12 months",80.3,High,"Fiber optic","Mailed check",No,No,No,Yes
4572-DVCGN,Month-to-month,10,"0-12 months",80.25,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
5494-HECPR,Month-to-month,1,"0-12 months",80.25,High,"Fiber optic","Electronic check",No,No,No,Yes
9689-PTNPG,Month-to-month,2,"0-12 months",80.25,High,"Fiber optic","Electronic check",No,No,No,Yes
8086-OVPWV,Month-to-month,2,"0-12 months",80.2,High,"Fiber optic","Electronic check",No,No,No,Yes
4529-CKBCL,Month-to-month,2,"0-12 months",80.2,High,"Fiber optic","Electronic check",No,No,No,Yes
0137-OCGAB,Month-to-month,1,"0-12 months",80.2,High,"Fiber optic","Mailed check",No,No,No,Yes
6086-ESGRL,Month-to-month,1,"0-12 months",80.15,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
7693-LCKZL,Month-to-month,5,"0-12 months",80.15,High,"Fiber optic","Electronic check",No,No,No,Yes
4277-PVRAN,Month-to-month,8,"0-12 months",80.1,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
4547-KQRTM,Month-to-month,10,"0-12 months",80.05,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
8821-XNHVZ,Month-to-month,1,"0-12 months",80.05,High,"Fiber optic","Mailed check",No,No,No,Yes
1448-PWKYE,Month-to-month,1,"0-12 months",80,High,"Fiber optic","Electronic check",No,No,No,Yes
6941-PMGEP,Month-to-month,5,"0-12 months",80,High,"Fiber optic","Electronic check",No,No,No,Yes
1184-PJVDB,Month-to-month,10,"0-12 months",79.95,High,"Fiber optic","Electronic check",No,No,No,Yes
9300-RENDD,Month-to-month,1,"0-12 months",79.95,High,"Fiber optic","Electronic check",No,No,No,Yes
1285-OKIPP,Month-to-month,1,"0-12 months",79.9,High,"Fiber optic","Electronic check",No,No,No,Yes
0495-ZBNGW,Month-to-month,5,"0-12 months",79.9,High,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
6161-UUUTA,Month-to-month,3,"0-12 months",79.9,High,"Fiber optic","Electronic check",No,No,No,Yes
4806-KEXQR,Month-to-month,4,"0-12 months",79.9,High,"Fiber optic","Electronic check",No,No,No,Yes
0727-IWKVK,Month-to-month,9,"0-12 months",79.9,High,"Fiber optic","Electronic check",No,No,Yes,Yes
1981-INRFU,Month-to-month,2,"0-12 months",79.75,High,"Fiber optic","Electronic check",No,No,No,Yes
9317-WZPGV,Month-to-month,2,"0-12 months",79.75,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
0495-RVCBF,Month-to-month,1,"0-12 months",79.7,High,"Fiber optic","Electronic check",No,No,No,Yes
8642-GVWRF,Month-to-month,2,"0-12 months",79.7,High,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
6437-UKHMV,Month-to-month,7,"0-12 months",79.7,High,"Fiber optic","Electronic check",No,No,No,Yes
8128-YVJRG,Month-to-month,7,"0-12 months",79.65,High,"Fiber optic","Mailed check",No,Yes,No,Yes
8943-URTMR,Month-to-month,2,"0-12 months",79.65,High,"Fiber optic","Mailed check",No,No,No,Yes
8058-INTPH,Month-to-month,1,"0-12 months",79.65,High,"Fiber optic","Electronic check",No,No,No,Yes
7594-RQHXR,Month-to-month,1,"0-12 months",79.6,High,"Fiber optic","Electronic check",No,No,No,Yes
4713-LZDRV,Month-to-month,2,"0-12 months",79.6,High,"Fiber optic","Electronic check",No,No,No,Yes
5393-RXQSZ,Month-to-month,1,"0-12 months",79.6,High,"Fiber optic","Electronic check",No,No,No,Yes
1761-AEZZR,Month-to-month,1,"0-12 months",79.55,High,"Fiber optic","Electronic check",No,No,No,Yes
9019-QVLZD,Month-to-month,1,"0-12 months",79.55,High,"Fiber optic","Electronic check",No,No,No,Yes
0872-NXJYS,Month-to-month,9,"0-12 months",79.55,High,"Fiber optic","Electronic check",No,No,No,Yes
6618-RYATB,Month-to-month,1,"0-12 months",79.55,High,"Fiber optic","Mailed check",No,No,Yes,Yes
5442-XSDCW,Month-to-month,11,"0-12 months",79.5,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
2514-GINMM,Month-to-month,1,"0-12 months",79.5,High,"Fiber optic","Electronic check",No,No,No,Yes
7074-IEVOJ,Month-to-month,3,"0-12 months",79.4,High,"Fiber optic","Electronic check",No,No,No,Yes
1678-FYZOW,Month-to-month,3,"0-12 months",79.4,High,"Fiber optic","Electronic check",No,No,No,Yes
5919-TMRGD,Month-to-month,1,"0-12 months",79.35,High,"Fiber optic","Electronic check",No,No,No,Yes
4910-AQFFX,Month-to-month,9,"0-12 months",79.35,High,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
9507-EXLTT,Month-to-month,1,"0-12 months",79.35,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
2026-TGDHM,Month-to-month,7,"0-12 months",79.3,High,"Fiber optic","Electronic check",No,No,No,Yes
8225-BTJAU,Month-to-month,10,"0-12 months",79.25,High,"Fiber optic","Electronic check",No,No,No,Yes
2868-MZAGQ,Month-to-month,1,"0-12 months",79.25,High,"Fiber optic","Electronic check",No,No,No,Yes
6110-OHIHY,Month-to-month,3,"0-12 months",79.25,High,"Fiber optic","Electronic check",No,No,No,Yes
6567-HOOPW,Month-to-month,1,"0-12 months",79.2,High,"Fiber optic","Electronic check",No,No,No,Yes
5561-NWEVX,Month-to-month,2,"0-12 months",79.2,High,"Fiber optic","Electronic check",No,No,Yes,Yes
4210-QFJMF,Month-to-month,4,"0-12 months",79.15,High,"Fiber optic","Electronic check",No,No,No,Yes
7493-TPUWZ,Month-to-month,1,"0-12 months",79.15,High,"Fiber optic","Electronic check",No,No,No,Yes
8580-AECUZ,Month-to-month,1,"0-12 months",79.1,High,"Fiber optic","Electronic check",No,No,No,Yes
4587-NUKOX,Month-to-month,3,"0-12 months",79.1,High,"Fiber optic","Electronic check",No,Yes,No,Yes
6400-BWQKW,Month-to-month,6,"0-12 months",79.05,High,"Fiber optic","Electronic check",No,Yes,No,Yes
5960-WPXQM,Month-to-month,1,"0-12 months",79.05,High,"Fiber optic","Electronic check",No,No,No,Yes
7198-GLXTC,Month-to-month,2,"0-12 months",79,High,"Fiber optic","Electronic check",No,No,No,Yes
7638-QVMVY,Month-to-month,7,"0-12 months",79,High,"Fiber optic","Electronic check",No,No,No,Yes
8752-STIVR,Month-to-month,4,"0-12 months",79,High,"Fiber optic","Electronic check",No,No,No,Yes
8637-XJIVR,Month-to-month,12,"0-12 months",78.95,High,"Fiber optic","Electronic check",No,Yes,No,Yes
6689-TCZHQ,Month-to-month,5,"0-12 months",78.95,High,"Fiber optic","Electronic check",No,No,No,Yes
8740-CRYFY,Month-to-month,1,"0-12 months",78.95,High,"Fiber optic","Electronic check",No,No,No,Yes
9231-ZJYAM,Month-to-month,4,"0-12 months",78.85,High,"Fiber optic","Electronic check",No,No,No,Yes
6372-RFVNS,Month-to-month,1,"0-12 months",78.8,High,"Fiber optic","Electronic check",No,No,No,Yes
1569-TTNYJ,Month-to-month,5,"0-12 months",78.75,High,"Fiber optic","Electronic check",No,No,No,Yes
8945-GRKHX,Month-to-month,1,"0-12 months",78.65,High,"Fiber optic","Electronic check",No,No,No,Yes
1304-NECVQ,Month-to-month,2,"0-12 months",78.55,High,"Fiber optic","Electronic check",No,No,Yes,Yes
9837-BMCLM,Month-to-month,3,"0-12 months",78.5,High,"Fiber optic","Electronic check",No,No,No,Yes
3249-ZPQRG,Month-to-month,4,"0-12 months",78.45,High,"Fiber optic","Electronic check",No,No,No,Yes
9885-CSMWE,Month-to-month,1,"0-12 months",78.45,High,"Fiber optic","Electronic check",No,No,No,Yes
6178-KFNHS,Month-to-month,12,"0-12 months",78.3,High,"Fiber optic","Electronic check",No,Yes,No,Yes
3096-IZETN,Month-to-month,12,"0-12 months",78.1,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
2777-PHDEI,Month-to-month,1,"0-12 months",78.05,High,"Fiber optic","Electronic check",No,No,No,Yes
7786-WBJYI,Month-to-month,4,"0-12 months",77.95,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
6376-GAHQE,Month-to-month,4,"0-12 months",77.85,High,"Fiber optic","Electronic check",No,No,No,Yes
2754-XBHTB,Month-to-month,9,"0-12 months",77.65,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
2609-IAICY,Month-to-month,1,"0-12 months",77.15,High,"Fiber optic","Electronic check",No,No,No,Yes
8258-GSTJK,Month-to-month,3,"0-12 months",77,High,"Fiber optic","Electronic check",No,No,No,Yes
5835-BEQEU,Month-to-month,3,"0-12 months",76.95,High,"Fiber optic","Electronic check",No,No,No,Yes
2919-HBCJO,Month-to-month,4,"0-12 months",76.65,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
7625-XCQRH,Month-to-month,11,"0-12 months",76.5,High,"Fiber optic","Electronic check",No,No,No,Yes
0637-KVDLV,Month-to-month,2,"0-12 months",76.5,High,"Fiber optic","Electronic check",No,No,No,Yes
2070-FNEXE,Month-to-month,7,"0-12 months",76.45,High,"Fiber optic","Bank transfer (automatic)",No,Yes,No,Yes
9248-OJYKK,Month-to-month,1,"0-12 months",76.45,High,"Fiber optic","Electronic check",No,No,No,Yes
7598-UAASY,Month-to-month,2,"0-12 months",76.4,High,"Fiber optic","Electronic check",No,No,Yes,Yes
3296-SILRA,Month-to-month,1,"0-12 months",76.4,High,"Fiber optic","Mailed check",No,No,No,Yes
6910-HADCM,Month-to-month,1,"0-12 months",76.35,High,"Fiber optic","Electronic check",No,No,Yes,Yes
9444-JTXHZ,Month-to-month,1,"0-12 months",76.2,High,"Fiber optic","Electronic check",No,No,Yes,Yes
7576-OYWBN,Month-to-month,3,"0-12 months",76.05,High,"Fiber optic","Electronic check",No,No,No,Yes
8443-ZRDBZ,Month-to-month,4,"0-12 months",76.05,High,"Fiber optic","Electronic check",No,No,No,Yes
6960-HVYXR,Month-to-month,1,"0-12 months",76,High,"Fiber optic","Electronic check",No,No,No,Yes
1618-CFHME,Month-to-month,2,"0-12 months",75.9,High,"Fiber optic","Electronic check",No,No,No,Yes
3074-GQWYX,Month-to-month,5,"0-12 months",75.9,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
3519-ZKXGG,Month-to-month,3,"0-12 months",75.85,High,"Fiber optic","Electronic check",No,No,No,Yes
7595-EUIVN,Month-to-month,1,"0-12 months",75.8,High,"Fiber optic","Electronic check",No,No,No,Yes
5159-YFPKQ,Month-to-month,2,"0-12 months",75.8,High,"Fiber optic","Electronic check",No,No,Yes,Yes
4581-SSPWD,Month-to-month,3,"0-12 months",75.8,High,"Fiber optic","Electronic check",No,No,No,Yes
1262-OPMFY,Month-to-month,9,"0-12 months",75.75,High,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
7130-VTEWQ,Month-to-month,8,"0-12 months",75.75,High,"Fiber optic","Electronic check",No,No,No,Yes
6894-LFHLY,Month-to-month,1,"0-12 months",75.75,High,"Fiber optic","Electronic check",No,No,No,Yes
8433-WXGNA,Month-to-month,2,"0-12 months",75.7,High,"Fiber optic","Electronic check",No,Yes,No,Yes
5196-SGOAK,Month-to-month,1,"0-12 months",75.7,High,"Fiber optic","Electronic check",No,No,No,Yes
0506-LVNGN,Month-to-month,5,"0-12 months",75.55,High,"Fiber optic","Credit card (automatic)",No,No,Yes,Yes
7817-BOQPW,Month-to-month,2,"0-12 months",75.55,High,"Fiber optic","Electronic check",No,No,No,Yes
9250-WYPLL,Month-to-month,5,"0-12 months",75.55,High,"Fiber optic","Electronic check",No,No,No,Yes
8185-UPYBR,Month-to-month,6,"0-12 months",75.5,High,"Fiber optic","Electronic check",No,No,No,Yes
1320-HTRDR,Month-to-month,3,"0-12 months",75.5,High,"Fiber optic","Electronic check",No,No,No,Yes
5834-ASPWA,Month-to-month,1,"0-12 months",75.45,High,"Fiber optic","Electronic check",No,No,No,Yes
7410-YTJIK,Month-to-month,7,"0-12 months",75.45,High,"Fiber optic","Mailed check",No,No,No,Yes
2516-VQRRV,Month-to-month,2,"0-12 months",75.45,High,"Fiber optic","Mailed check",No,No,No,Yes
5054-IEXZT,Month-to-month,1,"0-12 months",75.35,High,"Fiber optic","Electronic check",No,No,No,Yes
4988-IQIGL,Month-to-month,1,"0-12 months",75.35,High,"Fiber optic","Electronic check",No,No,No,Yes
1602-IJQQE,Month-to-month,4,"0-12 months",75.35,High,"Fiber optic","Electronic check",No,No,No,Yes
5564-NEMQO,Month-to-month,1,"0-12 months",75.3,High,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
3627-FHKBK,Month-to-month,1,"0-12 months",75.3,High,"Fiber optic","Mailed check",No,Yes,No,Yes
9787-XVQIU,Month-to-month,1,"0-12 months",75.3,High,"Fiber optic","Electronic check",No,No,No,Yes
9940-RHLFB,Month-to-month,1,"0-12 months",75.3,High,"Fiber optic","Electronic check",No,No,Yes,Yes
0925-VYDLG,Month-to-month,3,"0-12 months",75.25,High,"Fiber optic","Electronic check",No,No,No,Yes
9191-MYQKX,Month-to-month,7,"0-12 months",75.15,High,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
5570-PTWEH,Month-to-month,3,"0-12 months",75.15,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
2276-YDAVZ,Month-to-month,3,"0-12 months",75.1,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
8816-VXNZD,Month-to-month,1,"0-12 months",75.1,High,"Fiber optic","Electronic check",No,No,No,Yes
7912-SYRQT,Month-to-month,7,"0-12 months",75.1,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
3276-HDUEG,Month-to-month,1,"0-12 months",75.05,High,"Fiber optic","Mailed check",No,No,No,Yes
1980-KXVPM,Month-to-month,3,"0-12 months",75.05,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
7993-PYKOF,Month-to-month,8,"0-12 months",75,High,"Fiber optic","Electronic check",No,Yes,No,Yes
8676-TRMJS,Month-to-month,3,"0-12 months",75,High,"Fiber optic","Mailed check",No,No,No,Yes
1157-BQCUW,Month-to-month,1,"0-12 months",74.95,High,"Fiber optic","Electronic check",No,No,No,Yes
1024-VRZHF,Month-to-month,11,"0-12 months",74.95,High,"Fiber optic","Electronic check",No,No,No,Yes
4503-BDXBD,Month-to-month,11,"0-12 months",74.95,High,"Fiber optic","Electronic check",No,No,No,Yes
9274-CNFMO,Month-to-month,4,"0-12 months",74.95,High,"Fiber optic","Electronic check",No,No,No,Yes
6358-LYNGM,Month-to-month,1,"0-12 months",74.9,High,"Fiber optic","Electronic check",No,No,No,Yes
4229-CZMLL,Month-to-month,6,"0-12 months",74.9,High,"Fiber optic","Electronic check",No,No,No,Yes
6996-KNSML,Month-to-month,1,"0-12 months",74.9,High,"Fiber optic","Electronic check",No,No,Yes,Yes
6711-FLDFB,Month-to-month,7,"0-12 months",74.9,High,"Fiber optic","Electronic check",No,No,No,Yes
0722-TROQR,Month-to-month,4,"0-12 months",74.9,High,"Fiber optic","Electronic check",No,No,No,Yes
7571-YXDAD,Month-to-month,2,"0-12 months",74.9,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
7235-NXZCP,Month-to-month,2,"0-12 months",74.85,High,"Fiber optic","Mailed check",No,No,No,Yes
2984-MIIZL,Month-to-month,4,"0-12 months",74.8,High,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
4282-YMKNA,Month-to-month,9,"0-12 months",74.75,High,"Fiber optic","Electronic check",No,No,No,Yes
8065-YKXKD,Month-to-month,10,"0-12 months",74.75,High,"Fiber optic","Electronic check",No,No,No,Yes
6424-ELEYH,Month-to-month,3,"0-12 months",74.75,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
9399-APLBT,Month-to-month,1,"0-12 months",74.7,High,"Fiber optic","Electronic check",No,No,No,Yes
5240-IJOQT,Month-to-month,1,"0-12 months",74.7,High,"Fiber optic","Electronic check",No,No,No,Yes
2761-OCIAX,Month-to-month,2,"0-12 months",74.7,High,"Fiber optic","Electronic check",No,No,No,Yes
3765-JXVKY,Month-to-month,1,"0-12 months",74.7,High,"Fiber optic","Electronic check",No,No,No,Yes
0927-LCSMG,Month-to-month,7,"0-12 months",74.65,High,"Fiber optic","Mailed check",No,No,Yes,Yes
7341-LXCAF,Month-to-month,4,"0-12 months",74.65,High,"Fiber optic","Electronic check",No,No,No,Yes
1518-VOWAV,Month-to-month,9,"0-12 months",74.65,High,DSL,"Electronic check",No,Yes,No,Yes
2024-BASKD,Month-to-month,1,"0-12 months",74.6,High,"Fiber optic","Mailed check",No,No,Yes,Yes
3746-EUBYR,Month-to-month,1,"0-12 months",74.6,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
0709-TVGUR,Month-to-month,9,"0-12 months",74.55,High,"Fiber optic","Electronic check",No,No,No,Yes
1428-GTBJJ,Month-to-month,11,"0-12 months",74.55,High,"Fiber optic","Electronic check",No,No,No,Yes
3488-PGMQJ,Month-to-month,8,"0-12 months",74.5,High,"Fiber optic","Electronic check",No,No,No,Yes
7180-PISOG,Month-to-month,1,"0-12 months",74.5,High,"Fiber optic","Electronic check",No,No,No,Yes
3235-ETOOB,Month-to-month,8,"0-12 months",74.5,High,"Fiber optic","Electronic check",No,Yes,No,Yes
4415-IJZTP,Month-to-month,1,"0-12 months",74.5,High,"Fiber optic","Electronic check",No,No,No,Yes
2982-IHMFT,Month-to-month,1,"0-12 months",74.45,High,"Fiber optic","Mailed check",No,No,No,Yes
0723-DRCLG,Month-to-month,1,"0-12 months",74.45,High,"Fiber optic","Electronic check",No,No,No,Yes
0404-SWRVG,Month-to-month,3,"0-12 months",74.4,High,"Fiber optic","Electronic check",No,No,No,Yes
0388-EOPEX,Month-to-month,2,"0-12 months",74.4,High,"Fiber optic","Electronic check",No,Yes,No,Yes
6680-WKXRZ,Month-to-month,3,"0-12 months",74.4,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
8699-ASUFO,Month-to-month,7,"0-12 months",74.4,High,"Fiber optic","Mailed check",No,No,No,Yes
4102-OQUPX,Month-to-month,1,"0-12 months",74.4,High,"Fiber optic","Electronic check",No,No,No,Yes
4505-EXZHB,Month-to-month,6,"0-12 months",74.4,High,"Fiber optic","Electronic check",No,No,Yes,Yes
3551-HUAZH,Month-to-month,1,"0-12 months",74.4,High,"Fiber optic","Electronic check",No,No,No,Yes
8361-LTMKD,Month-to-month,4,"0-12 months",74.4,High,"Fiber optic","Mailed check",No,No,No,Yes
8372-JUXUI,Month-to-month,1,"0-12 months",74.35,High,"Fiber optic","Electronic check",No,No,No,Yes
5956-VKDTT,Month-to-month,5,"0-12 months",74.35,High,"Fiber optic","Electronic check",No,No,No,Yes
4274-OWWYO,Month-to-month,1,"0-12 months",74.35,High,"Fiber optic","Electronic check",No,No,No,Yes
1867-BDVFH,Month-to-month,11,"0-12 months",74.35,High,"Fiber optic","Electronic check",No,No,No,Yes
8083-YTZES,Month-to-month,4,"0-12 months",74.35,High,"Fiber optic","Electronic check",No,No,No,Yes
9894-EZEWG,Month-to-month,1,"0-12 months",74.3,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
4116-TZAQJ,Month-to-month,9,"0-12 months",74.25,High,"Fiber optic","Credit card (automatic)",No,Yes,No,Yes
3707-GNWHM,Month-to-month,1,"0-12 months",74.25,High,"Fiber optic","Mailed check",No,No,No,Yes
9306-CPCBC,Month-to-month,3,"0-12 months",74.25,High,"Fiber optic","Electronic check",No,No,No,Yes
1833-VGRUM,Month-to-month,1,"0-12 months",74.2,High,"Fiber optic","Electronic check",No,No,No,Yes
6347-DCUIK,Month-to-month,10,"0-12 months",74.15,High,"Fiber optic","Mailed check",No,No,No,Yes
9850-OWRHQ,Month-to-month,3,"0-12 months",74.1,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
0004-TLHLJ,Month-to-month,4,"0-12 months",73.9,High,"Fiber optic","Electronic check",No,No,Yes,Yes
0122-OAHPZ,Month-to-month,7,"0-12 months",73.85,High,"Fiber optic","Electronic check",No,No,No,Yes
4585-HETAI,Month-to-month,4,"0-12 months",73.75,High,"Fiber optic","Electronic check",No,No,Yes,Yes
3070-DVEYC,Month-to-month,7,"0-12 months",73.75,High,"Fiber optic","Mailed check",No,No,No,Yes
7603-USHJS,Month-to-month,12,"0-12 months",73.75,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
8473-VUVJN,Month-to-month,1,"0-12 months",73.65,High,"Fiber optic","Electronic check",No,No,No,Yes
6390-DSAZX,Month-to-month,1,"0-12 months",73.6,High,"Fiber optic","Mailed check",No,Yes,No,Yes
1196-AMORA,Month-to-month,7,"0-12 months",73.6,High,"Fiber optic","Electronic check",No,No,No,Yes
6513-EECDB,Month-to-month,1,"0-12 months",73.55,High,"Fiber optic","Electronic check",No,No,No,Yes
2983-ZANRP,Month-to-month,2,"0-12 months",73.55,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
9747-DDZOS,Month-to-month,1,"0-12 months",73.5,High,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
5108-ADXWO,Month-to-month,11,"0-12 months",73.5,High,"Fiber optic","Electronic check",No,Yes,No,Yes
6221-AVQYL,Month-to-month,2,"0-12 months",73.25,High,"Fiber optic","Credit card (automatic)",No,No,No,Yes
1977-STDKI,Month-to-month,1,"0-12 months",73,High,"Fiber optic","Electronic check",No,No,No,Yes
1907-UBQFC,Month-to-month,10,"0-12 months",72.85,High,"Fiber optic","Electronic check",No,No,No,Yes
8111-RKSPX,Month-to-month,4,"0-12 months",72.2,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
6331-LWDTQ,Month-to-month,10,"0-12 months",72.15,High,DSL,"Credit card (automatic)",No,No,No,Yes
8380-PEFPE,Month-to-month,1,"0-12 months",71.65,High,"Fiber optic","Electronic check",No,No,No,Yes
8644-XLFBW,Month-to-month,1,"0-12 months",71.65,High,"Fiber optic","Electronic check",No,No,No,Yes
6140-QNRQQ,Month-to-month,1,"0-12 months",71.55,High,"Fiber optic","Mailed check",No,No,No,Yes
3177-LASXD,Month-to-month,1,"0-12 months",71.35,High,"Fiber optic","Electronic check",No,No,No,Yes
8042-JVNFH,Month-to-month,1,"0-12 months",71.35,High,"Fiber optic","Mailed check",No,No,No,Yes
9488-HGMJH,Month-to-month,1,"0-12 months",71.15,High,"Fiber optic","Electronic check",No,No,No,Yes
0511-JTEOY,Month-to-month,1,"0-12 months",71.1,High,"Fiber optic","Mailed check",No,No,No,Yes
7409-KIUTL,Month-to-month,1,"0-12 months",71,High,"Fiber optic","Electronic check",No,No,No,Yes
3422-LYEPQ,Month-to-month,1,"0-12 months",71,High,"Fiber optic","Electronic check",No,No,No,Yes
3627-FCRDW,Month-to-month,9,"0-12 months",71,High,"Fiber optic","Electronic check",No,No,No,Yes
3721-CNEYS,Month-to-month,2,"0-12 months",70.95,High,"Fiber optic","Electronic check",No,No,No,Yes
3376-BMGFE,Month-to-month,4,"0-12 months",70.9,High,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
0151-ONTOV,Month-to-month,1,"0-12 months",70.9,High,"Fiber optic","Mailed check",No,No,No,Yes
0812-WUPTB,Month-to-month,1,"0-12 months",70.85,High,"Fiber optic","Mailed check",No,No,No,Yes
