customerID,tenure,Contract,MonthlyCharges,InternetService,PaymentMethod,TechSupport,OnlineSecurity,DeviceProtection,Churn
4919-IKATY,5,Month-to-month,84.5,"Fiber optic","Electronic check",No,Yes,Yes,Yes
7613-LLQFO,12,Month-to-month,84.45,"Fiber optic","Electronic check",No,No,No,Yes
8058-JMEQO,9,Month-to-month,84.45,"Fiber optic","Electronic check",No,No,No,Yes
5357-TZHPP,9,Month-to-month,84.4,"Fiber optic","Credit card (automatic)",No,No,No,Yes
7005-CCBKV,6,Month-to-month,84.4,"Fiber optic","Electronic check",No,No,No,Yes
2123-AGEEN,7,Month-to-month,84.35,"Fiber optic","Electronic check",No,No,Yes,No
0196-VULGZ,6,Month-to-month,84.35,"Fiber optic","Electronic check",No,No,No,Yes
0225-ZORZP,3,Month-to-month,84.3,"Fiber optic","Electronic check",No,No,No,No
2013-SGDXK,1,Month-to-month,84.3,"Fiber optic","Electronic check",No,No,No,Yes
5868-YWPDW,6,Month-to-month,84.2,"Fiber optic","Electronic check",No,No,No,Yes
2545-EBUPK,2,Month-to-month,84.05,"Fiber optic","Electronic check",No,No,No,No
3489-HHPFY,2,Month-to-month,84.05,"Fiber optic","Electronic check",No,No,No,No
8800-JOOCF,12,Month-to-month,84.05,"Fiber optic","Electronic check",No,No,No,No
1565-RHDJD,4,Month-to-month,84.05,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
8739-XNIKG,5,Month-to-month,84,"Fiber optic","Electronic check",No,No,No,No
5383-MMTWC,8,Month-to-month,84,"Fiber optic","Electronic check",No,No,No,Yes
3908-BLSYF,6,Month-to-month,83.9,"Fiber optic","Electronic check",No,No,Yes,Yes
9965-YOKZB,9,Month-to-month,83.85,"Fiber optic","Electronic check",No,No,No,Yes
6407-UTSLV,2,Month-to-month,83.8,"Fiber optic","Bank transfer (automatic)",No,No,No,No
0923-PNFUB,3,Month-to-month,83.75,"Fiber optic","Electronic check",No,No,No,Yes
5685-IIXLY,5,Month-to-month,83.6,"Fiber optic","Electronic check",No,No,No,Yes
5949-XIKAE,8,Month-to-month,83.55,"Fiber optic","Electronic check",No,No,No,Yes
8417-FMLZI,6,Month-to-month,83.55,"Fiber optic","Credit card (automatic)",No,No,No,Yes
8931-GJJIQ,9,Month-to-month,83.3,"Fiber optic","Electronic check",No,No,No,Yes
6630-UJZMY,4,Month-to-month,83.25,"Fiber optic","Electronic check",No,No,No,No
6015-VVHHE,5,Month-to-month,83.15,"Fiber optic","Credit card (automatic)",No,No,No,Yes
8714-CTZJW,4,Month-to-month,82.85,"Fiber optic","Credit card (automatic)",No,No,Yes,No
3727-RJMEO,6,Month-to-month,82.85,"Fiber optic","Electronic check",No,No,No,Yes
0742-NXBGR,1,Month-to-month,82.3,"Fiber optic","Electronic check",No,No,Yes,Yes
7314-OXENN,2,Month-to-month,82,"Fiber optic","Electronic check",No,No,No,Yes
2004-OCQXK,1,Month-to-month,81.95,"Fiber optic","Electronic check",No,No,No,Yes
6772-KSATR,1,Month-to-month,81.7,"Fiber optic","Electronic check",No,Yes,No,Yes
3018-TFTSU,12,Month-to-month,81.7,"Fiber optic","Bank transfer (automatic)",No,Yes,Yes,Yes
9050-IKDZA,2,Month-to-month,81.5,"Fiber optic","Mailed check",No,No,No,No
1508-DFXCU,12,Month-to-month,81.45,"Fiber optic","Electronic check",No,No,No,No
0334-GDDSO,3,Month-to-month,81.35,"Fiber optic","Electronic check",No,No,No,Yes
4143-OOBWZ,5,Month-to-month,81.3,"Fiber optic","Electronic check",No,No,No,Yes
8808-ELEHO,8,Month-to-month,81.25,"Fiber optic","Electronic check",No,No,Yes,Yes
4299-SIMNS,9,Month-to-month,81.15,"Fiber optic","Electronic check",No,Yes,No,No
5445-UTODQ,7,Month-to-month,81.1,"Fiber optic","Electronic check",No,No,No,Yes
4614-NUVZD,1,Month-to-month,81.1,"Fiber optic","Electronic check",No,No,No,Yes
2018-QKYGT,1,Month-to-month,81.05,"Fiber optic","Electronic check",No,No,No,No
4795-KTRTH,5,Month-to-month,81,"Fiber optic","Electronic check",No,No,No,Yes
2612-RRIDN,4,Month-to-month,81,"Fiber optic","Electronic check",No,No,No,Yes
9095-HFAFX,5,Month-to-month,81,"Fiber optic","Credit card (automatic)",No,No,No,Yes
4817-QRJSX,10,Month-to-month,81,"Fiber optic","Credit card (automatic)",No,No,No,Yes
9878-TNQGW,2,Month-to-month,80.95,"Fiber optic","Electronic check",No,No,No,Yes
6786-OBWQR,5,Month-to-month,80.85,"Fiber optic","Electronic check",No,No,No,No
5275-SQEIZ,1,Month-to-month,80.85,"Fiber optic","Mailed check",No,No,No,Yes
1704-NRWYE,9,Month-to-month,80.85,"Fiber optic","Electronic check",No,No,No,Yes
5729-KLZAR,4,Month-to-month,80.85,"Fiber optic","Electronic check",No,No,No,Yes
9957-YODKZ,6,Month-to-month,80.8,"Fiber optic","Electronic check",No,No,Yes,No
6000-APYLU,9,Month-to-month,80.8,"Fiber optic","Electronic check",No,No,No,Yes
6457-USBER,1,Month-to-month,80.8,"Fiber optic","Electronic check",No,No,No,Yes
8183-ONMXC,2,Month-to-month,80.75,"Fiber optic","Electronic check",No,No,No,Yes
6458-CYIDZ,5,Month-to-month,80.7,"Fiber optic","Electronic check",No,Yes,No,No
0940-OUQEC,10,Month-to-month,80.7,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
3191-CSNMG,3,Month-to-month,80.7,"Fiber optic","Electronic check",No,No,No,No
7760-OYPDY,2,Month-to-month,80.65,"Fiber optic","Electronic check",No,No,No,Yes
7495-OOKFY,8,Month-to-month,80.65,"Fiber optic","Credit card (automatic)",No,No,No,Yes
7563-BIUPC,5,Month-to-month,80.6,"Fiber optic","Electronic check",No,No,No,Yes
2868-SNELZ,2,Month-to-month,80.6,"Fiber optic","Mailed check",No,No,Yes,Yes
7439-DKZTW,1,Month-to-month,80.55,"Fiber optic","Electronic check",No,No,No,No
2737-YNGYW,2,Month-to-month,80.55,"Fiber optic","Electronic check",No,No,No,Yes
3130-ICDUP,2,Month-to-month,80.55,"Fiber optic","Credit card (automatic)",No,Yes,No,No
0570-BFQHT,9,Month-to-month,80.55,"Fiber optic","Electronic check",No,No,Yes,No
0318-QUUOB,1,Month-to-month,80.55,"Fiber optic","Electronic check",No,No,No,Yes
6357-JJPQT,3,Month-to-month,80.5,"Fiber optic","Electronic check",No,No,No,No
6330-JKLPC,11,Month-to-month,80.5,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
9840-DVNDC,6,Month-to-month,80.5,"Fiber optic","Credit card (automatic)",No,No,No,Yes
2867-UIMSS,1,Month-to-month,80.5,"Fiber optic","Electronic check",No,No,No,Yes
6923-JHPMP,2,Month-to-month,80.45,"Fiber optic","Electronic check",No,Yes,Yes,No
9391-EOYLI,12,Month-to-month,80.45,"Fiber optic","Electronic check",No,No,No,Yes
2397-BRLOM,8,Month-to-month,80.45,"Fiber optic","Credit card (automatic)",No,No,No,Yes
4086-YQSNZ,3,Month-to-month,80.4,"Fiber optic","Electronic check",No,No,No,Yes
2789-HQBOU,3,Month-to-month,80.35,"Fiber optic","Electronic check",No,No,No,No
2959-MJHIC,4,Month-to-month,80.35,"Fiber optic","Electronic check",No,No,No,Yes
9897-KXHCM,3,Month-to-month,80.3,"Fiber optic","Electronic check",No,No,No,Yes
2674-MIAHT,4,Month-to-month,80.3,"Fiber optic","Mailed check",No,No,No,No
7903-CMPEY,1,Month-to-month,80.3,"Fiber optic","Electronic check",No,Yes,No,Yes
0947-IDHRQ,7,Month-to-month,80.3,"Fiber optic","Mailed check",No,No,No,Yes
4572-DVCGN,10,Month-to-month,80.25,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
5494-HECPR,1,Month-to-month,80.25,"Fiber optic","Electronic check",No,No,No,Yes
1251-STYSZ,4,Month-to-month,80.25,"Fiber optic","Electronic check",No,Yes,No,No
9689-PTNPG,2,Month-to-month,80.25,"Fiber optic","Electronic check",No,No,No,Yes
8086-OVPWV,2,Month-to-month,80.2,"Fiber optic","Electronic check",No,No,No,Yes
4529-CKBCL,2,Month-to-month,80.2,"Fiber optic","Electronic check",No,No,No,Yes
0137-OCGAB,1,Month-to-month,80.2,"Fiber optic","Mailed check",No,No,No,Yes
6918-UMQCG,5,Month-to-month,80.2,"Fiber optic","Electronic check",No,No,No,No
0793-TWELN,4,Month-to-month,80.15,"Fiber optic","Electronic check",No,Yes,No,No
6086-ESGRL,1,Month-to-month,80.15,"Fiber optic","Credit card (automatic)",No,No,No,Yes
7693-LCKZL,5,Month-to-month,80.15,"Fiber optic","Electronic check",No,No,No,Yes
4277-PVRAN,8,Month-to-month,80.1,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
3904-UKFRE,4,Month-to-month,80.1,"Fiber optic","Electronic check",No,Yes,No,No
9696-RMYBA,5,Month-to-month,80.1,"Fiber optic","Mailed check",No,No,No,No
4547-KQRTM,10,Month-to-month,80.05,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
8821-XNHVZ,1,Month-to-month,80.05,"Fiber optic","Mailed check",No,No,No,Yes
6496-JDSSB,8,Month-to-month,80,"Fiber optic","Bank transfer (automatic)",No,No,No,No
1448-PWKYE,1,Month-to-month,80,"Fiber optic","Electronic check",No,No,No,Yes
6941-PMGEP,5,Month-to-month,80,"Fiber optic","Electronic check",No,No,No,Yes
4234-XTNEA,2,Month-to-month,79.95,"Fiber optic","Electronic check",No,No,No,No
1184-PJVDB,10,Month-to-month,79.95,"Fiber optic","Electronic check",No,No,No,Yes
9300-RENDD,1,Month-to-month,79.95,"Fiber optic","Electronic check",No,No,No,Yes
2187-PKZAY,12,Month-to-month,79.95,"Fiber optic","Bank transfer (automatic)",No,No,No,No
1285-OKIPP,1,Month-to-month,79.9,"Fiber optic","Electronic check",No,No,No,Yes
0495-ZBNGW,5,Month-to-month,79.9,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
6161-UUUTA,3,Month-to-month,79.9,"Fiber optic","Electronic check",No,No,No,Yes
4806-KEXQR,4,Month-to-month,79.9,"Fiber optic","Electronic check",No,No,No,Yes
0727-IWKVK,9,Month-to-month,79.9,"Fiber optic","Electronic check",No,No,Yes,Yes
7410-OIEDU,10,Month-to-month,79.85,"Fiber optic","Mailed check",No,Yes,Yes,No
9773-PEQBZ,10,Month-to-month,79.85,"Fiber optic","Electronic check",No,No,No,No
8104-OSKWT,12,Month-to-month,79.8,"Fiber optic","Electronic check",No,Yes,No,No
7363-QTBIW,9,Month-to-month,79.75,"Fiber optic","Electronic check",No,No,No,No
1981-INRFU,2,Month-to-month,79.75,"Fiber optic","Electronic check",No,No,No,Yes
9317-WZPGV,2,Month-to-month,79.75,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
0495-RVCBF,1,Month-to-month,79.7,"Fiber optic","Electronic check",No,No,No,Yes
8642-GVWRF,2,Month-to-month,79.7,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
6437-UKHMV,7,Month-to-month,79.7,"Fiber optic","Electronic check",No,No,No,Yes
6229-LSCKB,6,Month-to-month,79.7,"Fiber optic","Electronic check",No,No,No,No
8128-YVJRG,7,Month-to-month,79.65,"Fiber optic","Mailed check",No,Yes,No,Yes
8943-URTMR,2,Month-to-month,79.65,"Fiber optic","Mailed check",No,No,No,Yes
8058-INTPH,1,Month-to-month,79.65,"Fiber optic","Electronic check",No,No,No,Yes
7594-RQHXR,1,Month-to-month,79.6,"Fiber optic","Electronic check",No,No,No,Yes
4713-LZDRV,2,Month-to-month,79.6,"Fiber optic","Electronic check",No,No,No,Yes
5393-RXQSZ,1,Month-to-month,79.6,"Fiber optic","Electronic check",No,No,No,Yes
1761-AEZZR,1,Month-to-month,79.55,"Fiber optic","Electronic check",No,No,No,Yes
2688-BHGOG,9,Month-to-month,79.55,"Fiber optic","Electronic check",No,No,No,No
9019-QVLZD,1,Month-to-month,79.55,"Fiber optic","Electronic check",No,No,No,Yes
3420-YJLQT,2,Month-to-month,79.55,"Fiber optic","Electronic check",No,No,No,No
0872-NXJYS,9,Month-to-month,79.55,"Fiber optic","Electronic check",No,No,No,Yes
6618-RYATB,1,Month-to-month,79.55,"Fiber optic","Mailed check",No,No,Yes,Yes
6416-YJTTB,11,Month-to-month,79.5,"Fiber optic","Bank transfer (automatic)",No,Yes,Yes,No
5442-XSDCW,11,Month-to-month,79.5,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
2514-GINMM,1,Month-to-month,79.5,"Fiber optic","Electronic check",No,No,No,Yes
3422-GALYP,2,Month-to-month,79.45,"Fiber optic","Electronic check",No,No,No,No
7074-IEVOJ,3,Month-to-month,79.4,"Fiber optic","Electronic check",No,No,No,Yes
1678-FYZOW,3,Month-to-month,79.4,"Fiber optic","Electronic check",No,No,No,Yes
5919-TMRGD,1,Month-to-month,79.35,"Fiber optic","Electronic check",No,No,No,Yes
4910-AQFFX,9,Month-to-month,79.35,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
9507-EXLTT,1,Month-to-month,79.35,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
2026-TGDHM,7,Month-to-month,79.3,"Fiber optic","Electronic check",No,No,No,Yes
8225-BTJAU,10,Month-to-month,79.25,"Fiber optic","Electronic check",No,No,No,Yes
2868-MZAGQ,1,Month-to-month,79.25,"Fiber optic","Electronic check",No,No,No,Yes
6110-OHIHY,3,Month-to-month,79.25,"Fiber optic","Electronic check",No,No,No,Yes
6567-HOOPW,1,Month-to-month,79.2,"Fiber optic","Electronic check",No,No,No,Yes
5561-NWEVX,2,Month-to-month,79.2,"Fiber optic","Electronic check",No,No,Yes,Yes
4210-QFJMF,4,Month-to-month,79.15,"Fiber optic","Electronic check",No,No,No,Yes
2254-DLXRI,1,Month-to-month,79.15,"Fiber optic","Mailed check",No,No,No,No
5271-DBYSJ,11,Month-to-month,79.15,"Fiber optic","Credit card (automatic)",No,No,No,No
7493-TPUWZ,1,Month-to-month,79.15,"Fiber optic","Electronic check",No,No,No,Yes
8580-AECUZ,1,Month-to-month,79.1,"Fiber optic","Electronic check",No,No,No,Yes
4587-NUKOX,3,Month-to-month,79.1,"Fiber optic","Electronic check",No,Yes,No,Yes
6400-BWQKW,6,Month-to-month,79.05,"Fiber optic","Electronic check",No,Yes,No,Yes
5960-WPXQM,1,Month-to-month,79.05,"Fiber optic","Electronic check",No,No,No,Yes
7198-GLXTC,2,Month-to-month,79,"Fiber optic","Electronic check",No,No,No,Yes
3088-LHEFH,11,Month-to-month,79,"Fiber optic","Bank transfer (automatic)",No,Yes,No,No
7638-QVMVY,7,Month-to-month,79,"Fiber optic","Electronic check",No,No,No,Yes
8752-STIVR,4,Month-to-month,79,"Fiber optic","Electronic check",No,No,No,Yes
8637-XJIVR,12,Month-to-month,78.95,"Fiber optic","Electronic check",No,Yes,No,Yes
6689-TCZHQ,5,Month-to-month,78.95,"Fiber optic","Electronic check",No,No,No,Yes
5760-FXFVO,6,Month-to-month,78.95,"Fiber optic","Electronic check",No,Yes,No,No
8740-CRYFY,1,Month-to-month,78.95,"Fiber optic","Electronic check",No,No,No,Yes
3855-ONCAR,4,Month-to-month,78.9,"Fiber optic","Mailed check",No,No,No,No
9231-ZJYAM,4,Month-to-month,78.85,"Fiber optic","Electronic check",No,No,No,Yes
6372-RFVNS,1,Month-to-month,78.8,"Fiber optic","Electronic check",No,No,No,Yes
1569-TTNYJ,5,Month-to-month,78.75,"Fiber optic","Electronic check",No,No,No,Yes
6175-IRFIT,5,Month-to-month,78.75,"Fiber optic","Mailed check",No,No,No,No
8945-GRKHX,1,Month-to-month,78.65,"Fiber optic","Electronic check",No,No,No,Yes
4059-IIEBK,7,Month-to-month,78.55,"Fiber optic","Bank transfer (automatic)",No,No,No,No
1304-NECVQ,2,Month-to-month,78.55,"Fiber optic","Electronic check",No,No,Yes,Yes
5288-AHOUP,11,Month-to-month,78.5,"Fiber optic","Electronic check",No,No,No,No
9837-BMCLM,3,Month-to-month,78.5,"Fiber optic","Electronic check",No,No,No,Yes
3249-ZPQRG,4,Month-to-month,78.45,"Fiber optic","Electronic check",No,No,No,Yes
9885-CSMWE,1,Month-to-month,78.45,"Fiber optic","Electronic check",No,No,No,Yes
6178-KFNHS,12,Month-to-month,78.3,"Fiber optic","Electronic check",No,Yes,No,Yes
5606-AMZBO,10,Month-to-month,78.15,"Fiber optic","Credit card (automatic)",No,Yes,No,No
3096-IZETN,12,Month-to-month,78.1,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
7072-MBHEV,11,Month-to-month,78.1,"Fiber optic","Credit card (automatic)",No,No,Yes,No
2777-PHDEI,1,Month-to-month,78.05,"Fiber optic","Electronic check",No,No,No,Yes
8981-FJGLA,11,Month-to-month,78,"Fiber optic","Mailed check",No,No,Yes,No
7786-WBJYI,4,Month-to-month,77.95,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
6376-GAHQE,4,Month-to-month,77.85,"Fiber optic","Electronic check",No,No,No,Yes
2754-XBHTB,9,Month-to-month,77.65,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
8543-MSDMF,3,Month-to-month,77.4,DSL,"Electronic check",No,Yes,Yes,No
2609-IAICY,1,Month-to-month,77.15,"Fiber optic","Electronic check",No,No,No,Yes
8258-GSTJK,3,Month-to-month,77,"Fiber optic","Electronic check",No,No,No,Yes
5835-BEQEU,3,Month-to-month,76.95,"Fiber optic","Electronic check",No,No,No,Yes
1219-NNDDO,9,Month-to-month,76.85,"Fiber optic","Electronic check",No,No,No,No
2919-HBCJO,4,Month-to-month,76.65,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
1689-YQBYY,12,Month-to-month,76.6,"Fiber optic","Electronic check",No,No,No,No
7625-XCQRH,11,Month-to-month,76.5,"Fiber optic","Electronic check",No,No,No,Yes
0637-KVDLV,2,Month-to-month,76.5,"Fiber optic","Electronic check",No,No,No,Yes
2070-FNEXE,7,Month-to-month,76.45,"Fiber optic","Bank transfer (automatic)",No,Yes,No,Yes
9248-OJYKK,1,Month-to-month,76.45,"Fiber optic","Electronic check",No,No,No,Yes
7598-UAASY,2,Month-to-month,76.4,"Fiber optic","Electronic check",No,No,Yes,Yes
3969-GYXEL,11,Month-to-month,76.4,"Fiber optic","Electronic check",No,Yes,No,No
3296-SILRA,1,Month-to-month,76.4,"Fiber optic","Mailed check",No,No,No,Yes
6910-HADCM,1,Month-to-month,76.35,"Fiber optic","Electronic check",No,No,Yes,Yes
5928-QLDHB,9,Month-to-month,76.25,"Fiber optic","Electronic check",No,No,No,No
9444-JTXHZ,1,Month-to-month,76.2,"Fiber optic","Electronic check",No,No,Yes,Yes
3370-HXOPH,3,Month-to-month,76.1,"Fiber optic","Electronic check",No,No,No,No
7576-OYWBN,3,Month-to-month,76.05,"Fiber optic","Electronic check",No,No,No,Yes
8443-ZRDBZ,4,Month-to-month,76.05,"Fiber optic","Electronic check",No,No,No,Yes
6960-HVYXR,1,Month-to-month,76,"Fiber optic","Electronic check",No,No,No,Yes
1618-CFHME,2,Month-to-month,75.9,"Fiber optic","Electronic check",No,No,No,Yes
5035-BVCXS,11,Month-to-month,75.9,"Fiber optic","Mailed check",No,No,No,No
3074-GQWYX,5,Month-to-month,75.9,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
3519-ZKXGG,3,Month-to-month,75.85,"Fiber optic","Electronic check",No,No,No,Yes
7354-OIJLX,9,Month-to-month,75.85,"Fiber optic","Electronic check",No,No,No,No
7595-EUIVN,1,Month-to-month,75.8,"Fiber optic","Electronic check",No,No,No,Yes
5159-YFPKQ,2,Month-to-month,75.8,"Fiber optic","Electronic check",No,No,Yes,Yes
4581-SSPWD,3,Month-to-month,75.8,"Fiber optic","Electronic check",No,No,No,Yes
1262-OPMFY,9,Month-to-month,75.75,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
5652-MSDEY,10,Month-to-month,75.75,"Fiber optic","Mailed check",No,No,No,No
7130-VTEWQ,8,Month-to-month,75.75,"Fiber optic","Electronic check",No,No,No,Yes
6894-LFHLY,1,Month-to-month,75.75,"Fiber optic","Electronic check",No,No,No,Yes
8433-WXGNA,2,Month-to-month,75.7,"Fiber optic","Electronic check",No,Yes,No,Yes
5196-SGOAK,1,Month-to-month,75.7,"Fiber optic","Electronic check",No,No,No,Yes
4749-OJKQU,4,Month-to-month,75.65,"Fiber optic","Electronic check",No,No,No,No
8584-KMVXD,8,Month-to-month,75.6,"Fiber optic","Electronic check",No,No,No,No
6198-ZFIOJ,5,Month-to-month,75.6,"Fiber optic","Electronic check",No,No,No,No
3987-KQDDU,9,Month-to-month,75.6,"Fiber optic","Electronic check",No,Yes,No,No
0506-LVNGN,5,Month-to-month,75.55,"Fiber optic","Credit card (automatic)",No,No,Yes,Yes
5043-TRZWM,1,Month-to-month,75.55,"Fiber optic","Electronic check",No,No,Yes,No
7817-BOQPW,2,Month-to-month,75.55,"Fiber optic","Electronic check",No,No,No,Yes
9250-WYPLL,5,Month-to-month,75.55,"Fiber optic","Electronic check",No,No,No,Yes
7020-OZKXZ,9,Month-to-month,75.5,"Fiber optic","Credit card (automatic)",No,No,Yes,No
8185-UPYBR,6,Month-to-month,75.5,"Fiber optic","Electronic check",No,No,No,Yes
1320-HTRDR,3,Month-to-month,75.5,"Fiber optic","Electronic check",No,No,No,Yes
5834-ASPWA,1,Month-to-month,75.45,"Fiber optic","Electronic check",No,No,No,Yes
7410-YTJIK,7,Month-to-month,75.45,"Fiber optic","Mailed check",No,No,No,Yes
2516-VQRRV,2,Month-to-month,75.45,"Fiber optic","Mailed check",No,No,No,Yes
2077-MPJQO,7,Month-to-month,75.4,"Fiber optic","Electronic check",No,No,No,No
0221-WMXNQ,4,Month-to-month,75.35,"Fiber optic","Electronic check",No,Yes,No,No
5054-IEXZT,1,Month-to-month,75.35,"Fiber optic","Electronic check",No,No,No,Yes
0840-DFEZH,7,Month-to-month,75.35,"Fiber optic","Electronic check",No,No,No,No
4988-IQIGL,1,Month-to-month,75.35,"Fiber optic","Electronic check",No,No,No,Yes
1602-IJQQE,4,Month-to-month,75.35,"Fiber optic","Electronic check",No,No,No,Yes
1746-TGTWV,1,Month-to-month,75.35,"Fiber optic","Credit card (automatic)",No,No,Yes,No
5564-NEMQO,1,Month-to-month,75.3,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
3627-FHKBK,1,Month-to-month,75.3,"Fiber optic","Mailed check",No,Yes,No,Yes
9787-XVQIU,1,Month-to-month,75.3,"Fiber optic","Electronic check",No,No,No,Yes
9518-XXBXE,10,Month-to-month,75.3,"Fiber optic","Electronic check",No,Yes,No,No
9940-RHLFB,1,Month-to-month,75.3,"Fiber optic","Electronic check",No,No,Yes,Yes
5879-SESNB,11,Month-to-month,75.25,"Fiber optic","Electronic check",No,No,No,No
0925-VYDLG,3,Month-to-month,75.25,"Fiber optic","Electronic check",No,No,No,Yes
3199-XGZCY,8,Month-to-month,75.25,"Fiber optic","Electronic check",No,No,No,No
2460-NGXBJ,11,Month-to-month,75.2,"Fiber optic","Credit card (automatic)",No,No,No,No
0196-JTUQI,9,Month-to-month,75.2,"Fiber optic","Credit card (automatic)",No,No,No,No
9191-MYQKX,7,Month-to-month,75.15,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
8325-QRPZR,7,Month-to-month,75.15,"Fiber optic","Electronic check",No,No,Yes,No
5570-PTWEH,3,Month-to-month,75.15,"Fiber optic","Credit card (automatic)",No,No,No,Yes
1452-VOQCH,1,Month-to-month,75.1,"Fiber optic","Electronic check",No,No,No,No
2276-YDAVZ,3,Month-to-month,75.1,"Fiber optic","Credit card (automatic)",No,No,No,Yes
8816-VXNZD,1,Month-to-month,75.1,"Fiber optic","Electronic check",No,No,No,Yes
7912-SYRQT,7,Month-to-month,75.1,"Fiber optic","Bank transfer (automatic)",No,No,No,Yes
3276-HDUEG,1,Month-to-month,75.05,"Fiber optic","Mailed check",No,No,No,Yes
3966-HRMZA,3,Month-to-month,75.05,"Fiber optic","Mailed check",No,No,Yes,No
9494-MRNYX,10,Month-to-month,75.05,"Fiber optic","Electronic check",No,No,No,No
1980-KXVPM,3,Month-to-month,75.05,"Fiber optic","Credit card (automatic)",No,No,No,Yes
7993-PYKOF,8,Month-to-month,75,"Fiber optic","Electronic check",No,Yes,No,Yes
9552-TGUZV,8,Month-to-month,75,"Fiber optic","Mailed check",No,Yes,No,No
8676-TRMJS,3,Month-to-month,75,"Fiber optic","Mailed check",No,No,No,Yes
1157-BQCUW,1,Month-to-month,74.95,"Fiber optic","Electronic check",No,No,No,Yes
1024-VRZHF,11,Month-to-month,74.95,"Fiber optic","Electronic check",No,No,No,Yes
4090-KPJIP,3,Month-to-month,74.95,"Fiber optic","Electronic check",No,No,No,No
4503-BDXBD,11,Month-to-month,74.95,"Fiber optic","Electronic check",No,No,No,Yes
2080-GKCWQ,2,Month-to-month,74.95,"Fiber optic","Electronic check",No,No,No,No
9274-CNFMO,4,Month-to-month,74.95,"Fiber optic","Electronic check",No,No,No,Yes
6358-LYNGM,1,Month-to-month,74.9,"Fiber optic","Electronic check",No,No,No,Yes
1475-VWVDO,7,Month-to-month,74.9,"Fiber optic","Electronic check",No,No,Yes,No
4229-CZMLL,6,Month-to-month,74.9,"Fiber optic","Electronic check",No,No,No,Yes
6996-KNSML,1,Month-to-month,74.9,"Fiber optic","Electronic check",No,No,Yes,Yes
6711-FLDFB,7,Month-to-month,74.9,"Fiber optic","Electronic check",No,No,No,Yes
0722-TROQR,4,Month-to-month,74.9,"Fiber optic","Electronic check",No,No,No,Yes
7571-YXDAD,2,Month-to-month,74.9,"Fiber optic","Credit card (automatic)",No,No,No,Yes
6856-RAURS,2,Month-to-month,74.9,"Fiber optic","Mailed check",No,No,No,No
3030-YDNRM,8,Month-to-month,74.85,"Fiber optic","Electronic check",No,No,No,No
9334-GWGOW,7,Month-to-month,74.85,"Fiber optic","Electronic check",No,No,No,No
8778-LMWTJ,9,Month-to-month,74.85,"Fiber optic","Electronic check",No,Yes,No,No
7235-NXZCP,2,Month-to-month,74.85,"Fiber optic","Mailed check",No,No,No,Yes
2984-MIIZL,4,Month-to-month,74.8,"Fiber optic","Bank transfer (automatic)",No,No,Yes,Yes
2800-VEQXM,3,Month-to-month,74.75,"Fiber optic","Mailed check",No,No,Yes,No
4770-UEZOX,2,Month-to-month,74.75,"Fiber optic","Electronic check",No,No,No,No
9169-BSVIN,12,Month-to-month,74.75,DSL,"Bank transfer (automatic)",No,No,Yes,No
4282-YMKNA,9,Month-to-month,74.75,"Fiber optic","Electronic check",No,No,No,Yes
8065-YKXKD,10,Month-to-month,74.75,"Fiber optic","Electronic check",No,No,No,Yes
6424-ELEYH,3,Month-to-month,74.75,"Fiber optic","Credit card (automatic)",No,No,No,Yes
9399-APLBT,1,Month-to-month,74.7,"Fiber optic","Electronic check",No,No,No,Yes
5240-IJOQT,1,Month-to-month,74.7,"Fiber optic","Electronic check",No,No,No,Yes
2761-OCIAX,2,Month-to-month,74.7,"Fiber optic","Electronic check",No,No,No,Yes
3765-JXVKY,1,Month-to-month,74.7,"Fiber optic","Electronic check",No,No,No,Yes
0927-LCSMG,7,Month-to-month,74.65,"Fiber optic","Mailed check",No,No,Yes,Yes
7341-LXCAF,4,Month-to-month,74.65,"Fiber optic","Electronic check",No,No,No,Yes
5399-ZIMKF,5,Month-to-month,74.65,"Fiber optic","Electronic check",No,No,No,No
1518-VOWAV,9,Month-to-month,74.65,DSL,"Electronic check",No,Yes,No,Yes
2024-BASKD,1,Month-to-month,74.6,"Fiber optic","Mailed check",No,No,Yes,Yes
1866-OBPNR,1,Month-to-month,74.6,"Fiber optic","Credit card (automatic)",No,No,No,No
